"Sector_score","PARA_A","Score_A","Risk_A","PARA_B","Score_B","Risk_B","TOTAL","numbers","Risk_C","Money_Value","Score_MV","Risk_D","District_Loss","PROB","RiSk_E","History","Prob","Risk_F","Score","Inherent_Risk","CONTROL_RISK","Detection_Risk","Audit_Risk","Risk"
1.85,2.49,0.6,1.494,0.29,0.2,0.058,2.78,5,1,0.49,0.2,0.098,2,0.2,0.4,0,0.2,0,2.4,3.05,0.4,0.5,0.61,"not.fraudulent"
1.85,0.71,0.2,0.142,0.66,0.2,0.132,1.37,5,1,0.428890860190197,0.2,0,2,0.2,0.4,0,0.2,0,2,1.674,0.4,0.5,0.3348,"not.fraudulent"
1.85,19.21,0.6,11.526,2.47,0.6,1.482,21.68,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,4,15.208,1.2,0.5,9.1248,"fraudulent"
1.85,0.18,0.2,0.036,0,0.2,0,0.18,5,1,0,0.2,0,6,0.4,2.4,0.0357142857142857,0.2,0,2.6,3.436,2.4,0.5,4.1232,"fraudulent"
1.85,5.9,0.6,3.54,0,0.2,0,5.9,5,1,0.74,0.2,0.148,6,0.4,2.4,0,0.2,0,3,7.088,2.4,0.5,8.5056,"fraudulent"
1.85,4.04,0.6,2.424,0,0.2,0,4.04,5,1,0.79,0.2,0.158,5.88421052631579,0.2,1.2,0,0.2,0,2.8,4.782,1.2,0.5,2.8692,"fraudulent"
1.85,2.81,0.6,1.686,0.11,0.2,0.022,2.92,5,1,19.45,0.6,11.67,6,0.2,1.2,0,0.2,0,3.2,15.578,1.2,0.5,9.3468,"fraudulent"
1.85,5.87,0.6,3.522,0,0.200289855072463,0,5.87,5,1,0.44,0.2,0.088,6,0.2,1.2,0,0.2,0,2.8,5.81,1.2,0.5,3.486,"fraudulent"
1.85,1.75,0.4,0.7,0,0.2,0,1.75,5,1,0.35,0.2,0.07,6,0.2,1.2,0,0.2,0,2.6,2.97,1.2,0.5,1.782,"fraudulent"
1.85,2.05,0.6,1.23,0,0.2,0.182530341258297,2.05,5,1,3.53,0.2,0.706,6,0.2,1.2,0,0.2,0,2.8,4.136,1.2,0.5,2.4816,"fraudulent"
1.85,0,0.2,0,0,0.2,0,0,5,1,0.428890860190197,0.2,0.008,6,0.4,2.4,0,0.2,0,2.6,3.408,2.4,0.5,4.0896,"fraudulent"
1.85,0.64,0.2,0.128,0.95,0.2,0.19,1.59,5,1,0,0.2,0,2,0.2,0.4,1,0.4,0.4,2.2,2.118,0.8,0.5,0.8472,"not.fraudulent"
1.85,6.95384621905872,0.6,4.422,1.64,0.4,0.656,9.01,5,1,0.08,0.2,0.016,2,0.2,0.4,0,0.2,0,3,6.494,0.4,0.5,1.2988,"fraudulent"
1.85,0.44,0.2,0.088,0.62,0.200289855072463,0.124,1.06,5,1,0.64,0.2,0.128,2,0.2,0.4,0,0.2,0,2,1.74,0.4,0.5,0.348,"not.fraudulent"
1.85,2.89,0.6,1.734,0.11,0.2,0.022,3,5,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,2.4,3.164,0.4,0.5,0.6328,"not.fraudulent"
1.85,0.6,0.2,0.103816965569782,1.14,0.4,0.456,1.74,5,1,0.43,0.2,0.086,2,0.2,0.4,0,0.2,0,2.6,2.062,0.4,0.5,0.4124,"not.fraudulent"
1.85,0.79,0.2,0.158,1.01,0.4,0.404,1.8,5,1,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0,2.6,2.076,0.4,0.5,0.4152,"not.fraudulent"
1.85,4.6,0.6,2.76,1.17,0.4,0.182530341258297,5.77,5,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,3,4.636,0.4,0.5,0.9272,"not.fraudulent"
1.85,7.01,0.6,4.206,1.12,0.4,0.448,8.13,5,1,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0,3,6.074,0.4,0.5,1.2148,"fraudulent"
1.85,2.81,0.6,1.686,0.41,0.2,0.082,3.22,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.168,0.4,0.5,0.6336,"not.fraudulent"
1.85,0.7,0.2,0.14,0.6,0.2,0.12,1.3,5,1,0.51,0.2,0.102,2,0.2,0.4,0,0.2,0,2,1.762,0.4,0.5,0.3524,"not.fraudulent"
1.85,0.78,0.2,0.156,0.97,0.2,0.194,1.75,5,1,0.97,0.2,0.194,2,0.2,0.4,0,0.2,0,2,1.944,0.4,0.5,0.3888,"not.fraudulent"
1.85,7.09,0.6,4.254,1.95,0.4,0.78,9.04,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,3,6.434,0.4,0.5,1.2868,"fraudulent"
1.85,3.83,0.6,2.298,0.28,0.2,0.056,4.11,5,1,0.428890860190197,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.754,0.4,0.5,0.7508,"not.fraudulent"
1.85,11.44,0.6,6.864,1.41,0.4,0.564,12.85,5,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,3,8.836,0.4,0.5,1.7672,"fraudulent"
1.85,4.99,0.6,2.994,0.64,0.2,0.128,5.63,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,4.522,0.4,0.5,0.9044,"not.fraudulent"
1.85,8.25,0.6,4.95,1.59,0.4,0.636,9.84,5,1.00149545772187,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,3,6.99,0.4,0.5,1.398,"fraudulent"
1.85,0.25,0.2,0.05,1.8,0.4,0.72,2.05,5,1.00149545772187,0.74,0.2,0.148,2,0.2,0.4,0,0.2,0,2.6,2.318,0.4,0.5,0.4636,"not.fraudulent"
1.85,6.95384621905872,0.6,4.32,0.43,0.2,0.086,7.63,5,1,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0,2.4,5.808,0.4,0.5,1.1616,"fraudulent"
1.85,5.2,0.6,3.12,0,0.2,0,5.2,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,4.52,0.4,0.5,0.904,"not.fraudulent"
1.85,1.16,0.4,0.464,0,0.2,0,1.13920872411133,5,1,0.11,0.2,0.022,6,0.2,1.2,0,0.2,0,2.6,2.686,1.2,0.5,1.6116,"fraudulent"
1.85,0,0.2,0,0,0.2,0,0,5,1,0.19,0.2,0.038,6,0.2,1.2,0,0.2,0,2.4,2.238,1.2,0.5,1.3428,"fraudulent"
1.85,0.79,0.2,0.158,0,0.2,0,0.79,5,1,3.54,0.2,0.708,2,0.2,0.4,0,0.2,0,2.37845757427522,2.266,0.4,0.5,0.4532,"not.fraudulent"
1.85,3.28,0.6,1.94400160391896,0.25,0.2,0.05,3.53,5,1,0.04,0.2,0.008,6,0.2,1.2,0,0.2,0,2.8,4.226,1.2,0.5,2.5356,"fraudulent"
1.85,0.9,0.2,0.18,0,0.2,0,0.9,5,1,0.13,0.2,0.026,5.88421052631579,0.2,1.2,0,0.2,0,2.4,2.406,1.2,0.5,1.4436,"fraudulent"
1.85,5,0.6,3,0.54,0.2,0.108,5.54,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,4.508,0.4,0.5,0.9016,"not.fraudulent"
1.85,7.07,0.6,4.242,0.72,0.2,0.144,7.79,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,5.786,0.4,0.5,1.1572,"fraudulent"
1.85,3.46,0.6,2.076,0.09,0.2,0.018,3.55,5,1,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0,2.4,3.506,0.4,0.5,0.7012,"not.fraudulent"
1.85,0.6,0.2,0.12,1.08,0.4,0.432,1.68,5,1,0.33,0.2,0.066,2,0.2,0.4,0,0.2,0,2.6,2.018,0.4,0.5,0.4036,"not.fraudulent"
1.85,7.84,0.6,4.704,2.81,0.6,1.686,10.65,5,1,0,0.2,0,2,0.204722222222222,0.8,0,0.2,0,3.8,8.19,0.8,0.5,3.276,"fraudulent"
1.85,0.17,0.2,0.034,0.11,0.2,0.022,0.28,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.456,0.4,0.5,0.2912,"not.fraudulent"
1.85,45.23,0.6,27.138,36.18,0.6,21.708,81.41,5,1,0,0.2,0,6,0.2,1.2,0.242123015873016,0.2,0,4,51.046,1.2,0.5,30.6276,"fraudulent"
1.85,1.69,0.4,0.676,0.21,0.2,0.042,1.9,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.118,0.4,0.5,0.4236,"not.fraudulent"
1.85,0.18,0.2,0.036,0.63,0.2,0.126,0.81,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.562,0.4,0.5,0.3124,"not.fraudulent"
1.85,0.01,0.2,0.002,0.503142863237715,0.2,0.182,0.92,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.584,0.4,0.5,0.3168,"not.fraudulent"
1.85,1.17,0.4,0.468,0.15,0.2,0.03,1.32,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.898,0.4,0.5,0.3796,"not.fraudulent"
1.85,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,2.29436937722535,0.4,0.5,0.28,"not.fraudulent"
1.85,0,0.2,0,0,0.2,0,0,5,1,0.2,0.2,0.04,4,0.2,0.8,0,0.2,0,2.2,1.84,0.8,0.5,0.736,"not.fraudulent"
1.85,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
1.85,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,0.5,1.32,"fraudulent"
1.85,3.31,0.6,1.986,0.17,0.2,0.034,3.48,5,1,0,0.2,0.145287373797091,2,0.2,0.4,0,0.2,0,2.4,3.42,0.4,0.5,0.684,"not.fraudulent"
1.85,13.91,0.6,8.346,0.5,0.2,0.1,14.41,5,1,0.19,0.2,0.038,2,0.2,0.4,0,0.2,0,2.4,9.884,0.4,0.5,1.9768,"fraudulent"
2.36,1.71,0.4,0.684,0,0.34520823798627,0,1.71,6.5,3.9,88.4,0.6,53.04,6,0.4,2.4,4,0.6,2.4,4.4,62.424,4.8,0.5,149.8176,"fraudulent"
2.37,1.13,0.4,0.452,3.85,0.6,2.31,8.25839643157837,6.5,3.9,20.89,0.6,12.534,6,0.2,1.2,0,0.2,0,5,20.396,1.2,0.5,12.2376,"fraudulent"
2.37,0.286311820693394,0.2,0.112,0.7,0.2,0.14,1.26,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.452,1.2,0.5,1.4712,"fraudulent"
2.37,0.56,0.2,0.112,0.08,0.2,0.016,0.64,5,1,0.428890860190197,0.2,0.01,6,0.2,1.2,0,0.2,0,2.4,2.338,1.2,0.5,1.4028,"fraudulent"
2.34,3.95,0.6,2.37,0,0.2,2.91890639338185,0,5.5,2.2,83.96,0.6,50.376,6,0.2,1.2,1,0.4,0.4,3.8,56.546,1.6,0.5,45.2368,"fraudulent"
2.34,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
2.34,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
2.34,0,0.2,0,0,0.2,0,0,5,1,0.428890860190197,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
15.56,20.65,0.6,12.39,0,0.2,0,0,6,3.6,397.31,0.6,238.386,6,0.2,1.2,1,0.4,0.4,4.2,255.976,1.6,0.5,204.7808,"fraudulent"
15.56,3.73,0.6,2.238,2.82,0.6,1.692,6.55,6,3.6,160.41,0.6,96.246,5.88421052631579,0.2,1.2,0,0.2,0,5.2,104.976,1.2,0.5,62.9856,"fraudulent"
15.56,0,0.2,0,0,0.2,0,5.55576571601859,5,1,23.97,0.6,14.382,6,0.2,1.2,0,0.2,0,2.8,16.582,1.2,0.5,9.9492,"fraudulent"
21.61,3.14,0.6,1.884,5.68,0.6,3.408,8.82,5.5,2.2,11.33,0.6,6.798,4,0.2,0.8,0,0.2,0,4.6,15.09,0.8,0.5,6.036,"fraudulent"
24.3199060188855,0.88,0.2,0.176,1.07,0.4,0.428,1.95,5,1,0.76,0.2,0.152,2,0.2,0.4,0,0.2,0,2.6,2.156,0.4,0.5,0.4312,"not.fraudulent"
21.61,0.8,0.2,0.16,0.82,0.2,0.164,1.62,5,1,1.32,0.2,0.264,2,0.2,0.4,0,0.2,0,2,1.988,0.4,0.5,0.3976,"not.fraudulent"
21.61,0,0.2,0,0.39,0.2,0.078,0.39,5,1,0.24,0.2,0.048,2,0.2,0.4,0,0.2,0,2,1.526,0.4,0.5,0.3052,"not.fraudulent"
21.61,0.19,0.2,0.038,0.27,0.2,0.054,0.46,5,1,0.65,0.2,0.13,2,0.2,0.4,0,0.2,0,2,1.622,0.4,0.5,0.3244,"not.fraudulent"
21.61,0.46,0.2,0.092,0.88,0.2,0.176,1.34,5,1,0.58,0.2,0.116,2,0.2,0.4,0,0.2,0,2,1.784,0.4,0.5,0.3568,"not.fraudulent"
21.61,0.31,0.2,0.062,0.28,0.2,0.056,0.59,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.518,0.4,0.5,0.3036,"not.fraudulent"
21.61,85,0.6,51,1.06,0.4,0.424,86.06,5,1,0,0.2,0,5.88421052631579,0.2,1.2,0,0.2,0,3.4,53.624,1.2,0.5,32.1744,"fraudulent"
21.61,0.85,0.2,0.17,0.93,0.2,0.186,1.78,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.756,0.4,0.5,0.3512,"not.fraudulent"
21.61,0.59,0.2,0.118,0.69,0.2,0.138,1.28,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.656,0.4,0.5,0.3312,"not.fraudulent"
21.61,0.61,0.2,0.122,0.63,0.2,0.126,1.24,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.648,0.402303999339318,0.5,0.3296,"not.fraudulent"
21.61,0.72,0.2,0.144,0.8,0.2,0.16,1.52,5,1.00149545772187,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.708,0.4,0.5,0.3416,"not.fraudulent"
21.61,0.98,0.2,0.196,1.14,0.4,0.456,2.12,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,2.052,0.4,0.5,0.4104,"not.fraudulent"
21.61,0.56,0.2,0.112,0.63,0.2,0.126,1.19,5,1,0.09,0.2,0.018,2,0.2,0.4,0,0.2,0,2,1.656,0.4,0.5,0.3312,"not.fraudulent"
21.61,0.63,0.2,0.126,0.69,0.2,0.138,1.32,5,1,0.32,0.2,0.064,2,0.2,0.4,0,0.2,0,2,1.728,0.4,0.5,0.3456,"not.fraudulent"
21.61,0.286311820693394,0.2,0.074,0.46,0.2,0.092,0.83,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.566,0.4,0.5,0.3132,"not.fraudulent"
21.61,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
21.61,0.29,0.2,0.058,0.33,0.2,0.066,0.62,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.524,0.4,0.5,0.3048,"not.fraudulent"
24.6753467320261,0.67,0.2,0.134,0.76,0.2,0.152,1.43,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.686,0.4,0.5,0.3372,"not.fraudulent"
21.61,0.43,0.2,0.086,0,0.2,0,0.43,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.486,0.4,0.5,0.2972,"not.fraudulent"
21.61,0.84,0.2,0.168,1.09,0.4,0.436,1.93,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,2.004,0.4,0.5,0.4008,"not.fraudulent"
21.61,0.52,0.2,0.103816965569782,0.68,0.2,0.136,1.2,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.64,0.4,0.5,0.328,"not.fraudulent"
21.61,0.19,0.2,0.038,0.23,0.2,0.046,0.42,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.484,0.4,0.5,0.2968,"not.fraudulent"
21.61,0.27,0.2,0.054,0.35,0.2,0.07,0.62,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.524,0.4,0.5,0.3048,"not.fraudulent"
21.61,0.34,0.2,0.068,0.27,0.2,0.054,0.61,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.522,0.402303999339318,0.5,0.3044,"not.fraudulent"
21.61,0,0.2,0,0,0.2,0,0,5,1,0.03,0.2,0.006,2,0.2,0.4,0,0.2,0,2,1.406,0.4,0.5,0.2812,"not.fraudulent"
21.61,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
59.85,1.94,0.4,0.776,6.69,0.6,4.014,8.63,5.5,2.2,13.3,0.6,7.98,6,0.242698412698412,1.2,1,0.4,0.4,4.8,16.57,1.6,0.5,13.256,"fraudulent"
59.85,0,0.2,0,0,0.2,0,0,5,1,0.428890860190197,0.2,0.058,2,0.2,0.4,0,0.2,0,2,1.458,0.4,0.5,0.2916,"not.fraudulent"
59.85,0,0.2,0,0,0.2,0,0,5,1,3.3,0.2,0.66,2,0.2,0.4,0,0.2,0,2,2.06,0.4,0.5,0.412,"not.fraudulent"
59.85,0,0.2,0,0,0.2,0,0,5,1,1.44,0.2,0.288,2,0.2,0.4,0,0.2,0,2,1.688,0.4,0.5,0.3376,"not.fraudulent"
59.85,0.03,0.2,0.006,0,0.2,0,0.03,5,1,0.428890860190197,0.2,0.332,2,0.2,0.4,0,0.2,0,2,1.738,0.4,0.5,0.3476,"not.fraudulent"
59.85,0,0.2,0,0,0.2,0,0,5,1,0.19,0.2,0.038,2,0.2,0.4,0,0.2,0,2,1.438,0.4,0.5,0.2876,"not.fraudulent"
59.85,0,0.2,0,0,0.2,0,0,5,1,0.7,0.2,0.14,2,0.2,0.4,0,0.2,0,2,1.54,0.4,0.5,0.308,"not.fraudulent"
59.85,0.03,0.2,0.006,0,0.2,0,0.03,5,1,1.22,0.2,0.244,2,0.2,0.4,0,0.2,0,2,1.65,0.4,0.5,0.33,"not.fraudulent"
59.85,0,0.2,0,0,0.2,0,0,5,1,2.86,0.2,0.572,2,0.2,0.4,0,0.2,0,2,1.972,0.4,0.5,0.3944,"not.fraudulent"
59.85,0.07,0.2,0.103816965569782,0,0.2,0,0.07,5,1,10.4,0.6,6.24,2,0.2,0.4,0,0.2,0,2.4,7.654,0.4,0.5,1.5308,"fraudulent"
59.85,0.15,0.2,0.03,0,0.200289855072463,0,0.15,5,1,0.05,0.2,0.01,2,0.2,0.4,0,0.2,0,2,1.44,0.4,0.5,0.288,"not.fraudulent"
59.85,0,0.2,0.103816965569782,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
59.85,0.01,0.2,0.002,0,0.2,0,0.01,5,1,0.6,0.2,0.12,2,0.2,0.4,0,0.2,0,2,1.522,0.4,0.5,0.3044,"not.fraudulent"
59.85,0.15,0.2,0.03,0,0.200289855072463,0,0.15,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.43,0.4,0.5,0.286,"not.fraudulent"
59.85,0.06,0.2,0.012,0,0.2,0,0.06,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.412,0.4,0.5,0.2824,"not.fraudulent"
59.85,0.3,0.2,0.06,0,0.2,0.182530341258297,0.3,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.46,0.4,0.5,0.292,"not.fraudulent"
59.85,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
59.85,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
59.85,0.48,0.2,0.096,0,0.2,0,0.48,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.496,0.4,0.5,0.2992,"not.fraudulent"
59.85,0.21,0.2,0.042,0,0.2,0.182530341258297,0.21,5,1,0.33,0.2,0.066,4,0.2,0.8,0,0.2,0,2.2,1.908,0.8,0.5,0.7632,"not.fraudulent"
59.85,0.04,0.2,0.008,0,0.2,0,1.13920872411133,5,1,0.22,0.2,0.044,2,0.2,0.4,0,0.2,0,2,1.452,0.4,0.5,0.2904,"not.fraudulent"
59.85,0,0.2,0,0.22,0.2,0.044,0.22,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.444,0.4,0.5,0.2888,"not.fraudulent"
59.85,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0,0.2,0,1.96,0.4,0.784,1.96,5,1,0.4,0.2,0.08,2,0.2,0.4,0,0.2,0,2.6,2.264,0.4,0.5,0.4528,"not.fraudulent"
55.57,2.24,0.6,1.344,9.31287305312494,0.6,4.356,9.5,5,1,0.24,0.2,0.048,2,0.2,0.4,0,0.2,0,3.6,7.148,0.4,0.5,1.4296,"fraudulent"
55.57,0.62,0.2,0.124,0.503142863237715,0.2,0.084,1.04,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.608,0.4,0.5,0.3216,"not.fraudulent"
55.57,1.7,0.4,0.68,5.91,0.6,3.546,7.61,5,1,3.68,0.2,0.736,4,0.2,0.8,0,0.2,0,3.6,8.25320027204738,0.8,0.5,2.7048,"fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5.5,1.9507378819643,85.05,0.6,51.03,6,0.2,1.2,0,0.2,0,3.2,54.43,1.2,0.5,32.658,"fraudulent"
55.57,2.59,0.6,1.554,111.9,0.6,67.14,114.49,5,1,8.47,0.4,3.388,6,0.2,1.2,0,0.2,0,3.99481792717087,74.282,1.2,0.5,44.5692,"fraudulent"
55.57,6.48,0.6,3.888,43.08,0.6,25.848,49.56,5,1,65.2423464035964,0.6,151.872,6,0.2,1.2,2,0.6,1.2,4.8,185.008,2.4,0.5,222.0096,"fraudulent"
55.57,0.7,0.2,0.14,0.19,0.2,0.182530341258297,0.89,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.578,0.4,0.5,0.3156,"not.fraudulent"
55.57,1.59,0.4,0.636,0.13,0.2,0.026,1.72,5,1,0.11,0.2,0.022,2,0.2,0.4,0,0.2,0,2.2,2.084,0.4,0.5,0.4168,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.404,0.4,0.5,0.2808,"not.fraudulent"
55.57,2.54,0.6,1.524,5.52,0.6,3.312,8.06,5,1,0.49,0.2,0.098,2,0.2,0.4,0,0.2,0,3.6,6.334,0.4,0.5,1.2668,"fraudulent"
55.57,0,0.2,0,0.503142863237715,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,3.1,0.6,1.86,4.66,0.6,2.796,7.76,5,1,0.59,0.2,0.145287373797091,2,0.2,0.4,0,0.2,0,3.6,6.174,0.4,0.5,1.2348,"fraudulent"
55.57,0.79,0.2,0.158,0.46,0.2,0.092,1.25,5,1,0.28,0.2,0.056,2,0.2,0.4,0,0.2,0,2,1.706,0.4,0.5,0.3412,"not.fraudulent"
55.57,0.38,0.2,0.076,0.09,0.2,0.018,0.47,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.494,0.4,0.5,0.2988,"not.fraudulent"
55.57,1.26,0.4,0.504,1.58,0.4,0.632,2.84,5,1,6.5,0.4,2.6,2,0.2,0.4,0,0.2,0,3,5.136,0.4,0.5,1.0272,"fraudulent"
55.57,1.24,0.4,0.496,2.27,0.6,1.362,3.51,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,3.8,4.058,1.2,0.5,2.4348,"fraudulent"
55.57,6e-04,0.2,0.00012,1.11,0.4,0.444,1.1106,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,3,2.64412,1.2,0.5,1.586472,"fraudulent"
55.57,1.49,0.4,0.596,2.34,0.6,1.404,3.83,5,1,0.25,0.2,0.05,2,0.2,0.4,0,0.2,0,3.4,3.45,0.4,0.5,0.69,"not.fraudulent"
55.57,1.27,0.4,0.508,2,0.6,1.2,3.27,5,1,0.18,0.2,0.036,2,0.2,0.4,0,0.2,0,3.4,3.144,0.4,0.5,0.6288,"not.fraudulent"
55.57,0.69,0.2,0.138,0.81,0.2,0.162,1.5,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.7,0.4,0.5,0.34,"not.fraudulent"
55.57,1.85,0.4,0.74,4.16,0.6,2.496,6.01,5,1,1.65,0.2,0.33,2,0.2,0.4,0,0.2,0,3.4,4.966,0.4,0.5,0.9932,"not.fraudulent"
55.57,2.45,0.6,1.47,5.47,0.6,3.282,7.92,5,1,5.61,0.4,2.244,2,0.2,0.4,0,0.2,0,3.8,8.396,0.4,0.5,1.6792,"fraudulent"
55.57,0.54,0.2,0.108,0.67,0.2,0.134,1.21,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.642,0.4,0.5,0.3284,"not.fraudulent"
55.57,1.45,0.4,0.58,5.79,0.6,3.474,7.24,5,1.00149545772187,0.69,0.2,0.138,2,0.2,0.4,0,0.2,0,3.4,5.592,0.4,0.5,1.1184,"fraudulent"
55.57,0.84,0.2,0.168,0,0.2,0,0.84,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.02357081445395,1.568,0.4,0.5,0.3136,"not.fraudulent"
55.57,0,0.2,0,0,0.200289855072463,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0.11,0.2,0.022,0,0.2,0,0.11,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.02357081445395,1.422,0.4,0.5,0.2844,"not.fraudulent"
55.57,0.49,0.2,0.098,0,0.2,0,0.49,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.498,0.4,0.5,0.2996,"not.fraudulent"
55.57,0.41,0.2,0.082,0,0.2,0,0.41,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.482,0.4,0.5,0.2964,"not.fraudulent"
55.57,0.87,0.2,0.174,0,0.2,0,0.87,5,1,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0,2,1.594,0.4,0.5,0.3188,"not.fraudulent"
55.57,0.5,0.2,0.1,0,0.2,0,0.5,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.5,0.4,0.5,0.3,"not.fraudulent"
55.57,0,0.2,0,0.03,0.2,0.006,0.03,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,2.29436937722535,0.4,0.5,0.2812,"not.fraudulent"
55.57,0.84,0.2,0.168,0,0.2,0,0.84,5,1,0,0.2,0,4,0.2,0.76991452991453,0,0.2,0,2.2,1.968,0.8,0.5,0.7872,"not.fraudulent"
55.57,0.49,0.2,0.098,4.78,0.6,2.868,5.27,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3.2,4.366,0.4,0.5,0.8732,"not.fraudulent"
55.57,0.67,0.2,0.134,0.41,0.200289855072463,0.082,1.08,5,1,0.99,0.2,0.198,4,0.2,0.8,0,0.2,0,2.2,2.214,0.8,0.5,0.8856,"not.fraudulent"
